name,strasse_nr,plz,angebot,lieferung,beschreibung_lieferangebot,selbstabholung,angebot_selbstabholung,fon,w3,mail,art,montag,dienstag,mittwoch,donnerstag,freitag,samstag,sonntag,lon,lat,unique_id
SaLuCa,Seestraße 13,13353,"Lateinamerikanisch, Hamburger, Pizza, Schnitzel",WAHR,"Lieferung nur in PLZ 13353, 13351, 13349",WAHR,,+491726036843,https://Saluca.de,kontakt@saluca.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,"13,3435832","52,5453032",58
The Pizza Club,Seegefelderstraße 75,13583,"Steinofenpizza, Burger, Pasta, Salate und Wraps",WAHR,Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht,WAHR,Abholung bis 21:30 möglich,+493023900386,https://www.pizzaclub-online.de,info@pizzaclub-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:30,14:00-22:00,"13,1863511","52,5375988",59
Partyservice A. rohde GmbH,Allee der Kosmonauten 33 f,12681,"Essen außer Haus, Buffets",WAHR,Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht,WAHR,Bestellungen zum Abholen müssen uns spätestens bis 8:00 Uhr erreichen,+493054398171,https://www.partyservice-rohde.de,info@partyservice-rohde.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-13:00,11:30-13:00,11:30-13:00,11:30-13:00,11:30-13:00,,,"13,5301482","52,5260002",60
Plan Café - Plan C,Planufer 92b,10967,"Café, vegan Cookies, vegan Soup, Bananabread, Brownies, Smoothies",FALSCH,,WAHR,"Wir lieben frische und hausgemachte gesunde Produkte. Gerade jetzt gibt es bei uns viele Vitamine durch frische Säfte, Ingwer Apfel Shots, Smoothies. Auch der direkt trade Coffee, den wir selbst aus Nicaragua von einem Bauern importieren und frisch gebackene vegane Cookies, Brownies, Bananabread sind noch im To Go Angebot. Gerne könnt Ihr auch bei uns im voraus größere Mengen bestellen. Als Lunch Angebot können wir frische Suppen anbieten. Natürlich alles hausgemacht und mit liebe zum guten Essen",+491759331871,https://plan-cafe-plan-c.business.site/,contact@foodcl.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,"13,4174882","52,4952403",61
Sieben Gewürze Catering,Glasower Straße 52,12051,internationale und mediterrane Küche,WAHR,Wir liefern im gesamten Berliner Stadtgebiet ab einer Bestellung von 70 Euro,WAHR,"Auf unserer Internetseite finden Sie unsere vielfältige Speisen, die Sie auch abholen können. Wir bitten darum, uns 24 Stunden vorher zu kontaktieren.",+4917656450922,https://www.7gewuerzecatering.de,info@7gewuerzecatering.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,"13,4378733","52,4644024",62
Evergreen,Magistratsweg 31,13593,Chinesische Küche,FALSCH,,WAHR,Essen zur Abholung kann zwischen 12 bis 18 Uhr bestellt werden.,+493633491,https://www.restaurant-evergreen.de,info@restaurant-evergreen.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,"13,16153","52,52341",63
Lemongarden,Alt-Biesdorf 11,12683,"Brötchenplatten, Fingerfood, Wraps, Suppen, Currys, Eintöpfe, Salate, Desserts, Kuchen, Obst",WAHR,"Lieferungen in ganz Berlin und Hoppegarten, Lieferungen zwischen 8:00-18:00 Uhr in einem halbstündlichen Slot wählbar. Bestellungen für den Folgetag bitte bis 12:00 Uhr aufgeben.",WAHR,"Bestellungen zum Abholen müssen uns - ebenso wie Bestellungen, die ausgeliefert werden sollen - spätestens bis 12:00 Uhr am vorherigen Tag erreichen.""",+4930522808970,https://www.lemongarden.de,post@lemongarden.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,,,"13,5494793","52,5091937",64
Da Matteo,Spandauer Damm 170,14050,Pizzerie,WAHR,,WAHR,,,,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-22:00,,,,,,,"13,267402","52,5205904",65
CAFÉ KUNST GENUSS,Fritschestraße 68,10585,Bester Kaffee und hausgemachte Kuchen und Torten im außer HAUS VERKAUF - GERNE TORTEN AUF VORBESTELLUNG,FALSCH,,WAHR,Bester Kaffee und hausgemachte Kuchen und Torten im außer Haus Verkauf - Torten gerne auf Vorbestellung,+491637779227,https://www.cafe-kunst-genuss.de,cafe@cafe-kunst-genuss.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,12:00-17:00,12:00-17:00,12:00-17:00,"13,3000527","52,5122082",66
Eli Eis Manufaktur,Carl-Schurz-Straße 35,13597,"Eis, Torten, Italienische Spezialitäten",WAHR,"Eis, Torten, Gebäck, Brötchen, Osterhasen",WAHR,"Eis, Torten, Kuchen, Gebäck, Brötchen, Osterhasen",+493028433870,https://www.elieis.com,elieis.spandau@gmail.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,"13,2030691","52,5373616",67
Barfly,Brüderstraße 47,13595,"Burger, Salate, Pasta uvm",WAHR,Wir liefern in Spandau,WAHR,"Alle Speisen auch zum abholen, bitte bringt Tuppadosen mit damit wir gemeinsam Müll vermeiden",+491792227820,https://cafe-barfly.de,cafebarfly@aol.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,"13,19344","52,52417",68
Hefter Partyservice,Eldenaer Straße 31,10247,"Kalte Buffets, Snacks, Fingerfood, Suppen, Süßigkeiten, Kuchen",WAHR,Wir sind Ihr großer Partyservice für ganz Berlin mit dem großem Online-Shop. Wir liefern Ihnen kalte Buffets Platten und alles was Sie für Ihre private Feier zu Hause benötigen.,WAHR,Bei Selbstabholung müssen Sie Ihre Speisen Bestellungen zum bei uns spätestens bis 15:00 Uhr abholen,+493054703072,https://www.hefter-partyservice.de,info@partyking.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,,,"13,4704151","52,5203041",69
Natural'Mente - Makrobiotik Gastronomie GmbH,Schustehrusstraße 26,10585,"Makrobiotischer Mittagstisch, Misosuppe u.a.",WAHR,"Lieferungen für Charlottenburg-Wilmersdorf, Schöneberg, Steglitz, Zehlendorf",WAHR,Bestellungen mit Fax 030-3470 3071 oder e-Mail bis 07:00 Uhr des Tages. Abholen ab 12:30 Uhr,+49303414166,https://www.naturalmente.de,natural.mente@t-online.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-15:30,12:00-15:30,12:00-15:30,12:00-15:30,12:00-15:30,,,"13,2999946","52,5171692",70
Restaurant Robbengatter,Grunewaldstraße 55,10825,Deutsch international,FALSCH,,WAHR,Bestellen Sie vorab am Telefon oder direkt am Fenster. Zwischen 12 und 15 Uhr bieten wir zusätzlich einen täglich wechselnden Mittagstisch für 6.90,+49308535255,https://www.robbengatter.de,info@robbengatter.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,3384075","52,4882476",71
Brauhaus in Spandau,Neuendorfer Straße 1,13585,Hausgebrautes Bier,FALSCH,,WAHR,Bestellungen zum Abholen müssen bis 15:00 Uhr am Vortag vorliegen. Gerne können kleinere Mengen je nach Vorrat auch spontan abgeholt werden.,+49303539070,https://www.brauhaus-spandau.de,info@brauhaus-spandau.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",15:00-19:00,15:00-19:00,15:00-19:00,15:00-19:00,15:00-19:00,15:00-19:00,15:00-19:00,"13,2063334","52,5408523",72
Il Nuouvo Arcino’s,Wilhelmstraße 89,13593,Italienisches Küche,WAHR,5 klm,WAHR,12.00 Uhr bis 20.00 Uhr,+49303614935,https://www.arcinos.de,info@arcinos.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,1717178","52,5107545",73
Motel Bier & Kaffee,"Waldstraße 11a, Haus 9",13403,Craftbier aus Reinickendorf,WAHR,Liefergebiete werden auf unsere Webseite veröffentlicht!,WAHR,Mo- Fr zw. 11:00 - 15:00,+491755097767,https://www.motelminibar.com,ciao@motelminibar.com,Getränkemarkt,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,,,"13,32798","52,57646",74
Trattoria Zoe,Senefelderstraße 10,10437,"knusprige Pizza, frische Pasta, knackige Salate, frischer Fisch und regionales Fleisch",WAHR,Liefergebiet 10437 Berlin und Helmholtzkiez und Umgebung,WAHR,Alle Speisen und Getränke bieten wir auch zum Abholen an,+493065838130,https://www.zoeberlin.de,trattoria.zoe@gmail.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,42336","52,54183",75
Atma indische Küche,Räuschstraße 57A,13509,Indische Küche,FALSCH,,WAHR,,+4915143544451,https://atmategel.wixsite.com,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,"13,3012094","52,5834149",76
Pomeranze Kaffeebar,Leinestraße 48,12049,"Mittagstisch, Kuchen, Balkonbedarf, Saatgut, Werkzeug, Blumentöpfe",FALSCH,,WAHR,,+493098401005,https://www.pomeranzeberlin.de,post@pomeranzeberlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,"13,4253155","52,4729829",77
Kaffeepur GmbH,"Paul-Lincke-Ufer 44a, 2.Hinterhof",10999,Kaffeerösterei,WAHR,"Kreuzberg, Neukölln, Mitte, Friedrichshain, Wedding, Schöneberg, Scharlottenburg",WAHR,leer,+4915226785024,https://www.kaffeepur.de,info@kaffeepur.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",10:30-18:00,10:30-18:00,10:30-18:00,10:30-18:00,10:30-18:00,10:30-17:00,,"13,4207325","52,4964535",78
Il Campo,Feldstraße 1,12207,italienisch,WAHR,liefergebiete auf unsere webseite,WAHR,leer,+49307124034,https://www.ilcampo.berlin,info@ilcampo.berlin,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",13:00-21:30,,13:00-21:30,13:00-21:30,13:00-21:30,12:00-21:30,12:00-21:30,"13,3038589","52,4155993",79
Ishin,Bundesallee 203,10717,Japanische Küche,FALSCH,,WAHR,bei Selbstabholung 5% Rabatt,+493021016009,https://ishin.de,info@ishin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,,"13,3312936","52,4941807",80
Restaurant Vorwerck,Karl-Marx-Straße 131,12043,Deutsch/Spanische Küche,WAHR,! Bestellen Sie heute zu Morgen und wissen Sie was Morgen auf den Tisch kommt! wir liefern von 10-13 täglich.Einfach im Ofen erwärmen und fertig. Yummy!,WAHR,Rufen sie uns an und Hohlen sie ihr essen einfach ab .20 min und Yammy! unsere Wöchentliche speissekarte bequem per e-mail erhalten. Melden sie sich an unter: info@restaurant-Vorwerck.de,+4915157120582,https://www.restaurant-Vorwerck.de,info@restaurant-vorwerck.berlin,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,"13,4388532","52,4775632",81
Die Küchengeister,Dörpfeldstraße 54,12489,Lieferservice Mittagstisch,WAHR,"Lieferservice Mittagstisch; Liefergebiet Berlin-Köpenick, speziell Adlershof, Schöneweide, Grünau",FALSCH,,,https://www.kuechengeister-berlin.de,anfrage@kuechengeister-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-13:30,11:00-13:30,11:00-13:30,11:00-13:30,11:00-13:30,,,"13,54977","52,43887",82
espresso-ambulanz,Oranienburger 51,10117,"Coffee to go, frischer O-Saft, leckere Croissants, Kuchen, Bagel und mehr...",FALSCH,,WAHR,,+493097893808,https://www.espresso-ambulanz.de,info@espresso-ambulanz.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",09:00-15:00,09:00-15:00,09:00-15:00,09:00-15:00,09:00-15:00,09:00-15:00,09:00-15:00,"13,3879598","52,5260479",83
Tavernetta Azara,Westfälische Straße 51,10711,Original italienische Küche,FALSCH,,WAHR,"Bestellungen per Telefon, Abholung zwischen 12 und 18 Uhr möglich",+493089043786,http://tavernetta-azara.de/#menu,test@test.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,"13,2925079","52,4965038",84
Zagreb-Grill,Nachtigalplatz 25,13351,Kroatische Küche,FALSCH,,WAHR,,+49304521070,,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:00,"13,3339669","52,5573033",85
Il Cardinale,Olympische Straße 2,14052,Italienische Küche,WAHR,Unser aktuelles Angebot finden sie über unsere Homepage,WAHR,17-21 Uhr,+491632982051,https://www.ilcardinale.de,il-cardinale@web.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,13:00-21:00,"13,259808","52,5163123",86
Eiskimo Berlin,Curtiusstraße 8,12205,Speiseeis sowie Kaffee und Softgetränke,FALSCH,,WAHR,von 12:00 Uhr bis 18:00 Uhr können Sie vorbei kommen und Ihr Eis direkt bestellen und mitnehmen. Sie haben eine Auswahl an Milcheis uns veganem Sorbet.,+493084591340,https://www.eiscafe-eiskimo.de,info@eiskimo-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,"13,2949434","52,4425581",87
east Restaurant Grolmanstraße21,Grolmanstraße 21,10623,"Chinesische Spezialitäten frische Gemüse, Dimsum und Hummer",FALSCH,,WAHR,Gern erfüllen wir Ihnen alle Wünsche! Hummer; Muschel und andere Chinesischen Küche! Bestellungen kann Mo bis Fr 12 bis 14 abgeholt werden.,,https://www.east-restaurant.de,info@east-restaurant.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-14:00,12:00-14:00,12:00-14:00,12:00-14:00,12:00-14:00,,,"13,3210387","52,50716",88
Asiagourmet,Europaplatz 1,10557,Panasiatische Küche,FALSCH,,WAHR,Im Hauptbahnhof haben wir aktuell von 12:00 bis 22:00 Uhr geöffnet,+49305480084214,https://asiagourmet.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,"13,369492","52,5249111",89
India Haus,König Straße 14a,14109,Indische Spezialitäten,FALSCH,,WAHR,,+493048624869,https://indiahaus-wannsee.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-20:00,11:00-20:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,"13,1594923","52,4198056",90
Thi Dien Asya,Gartenfelder Straße 88,13599,vietnamäsisch,FALSCH,,FALSCH,,,,imbissdien@byom.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,24044","52,54333",91
Partyservice-Otte GmbH,Berliner Allee 261,13088,"Kalte Platten, Suppen,bel.Brötchen,Schnitzel",WAHR,Lieferung im Umkreis von 1 -10 km,WAHR,"kalte Platten, belegte Brötchen, Schnitzel,Bouletten",+49304286228,https://www.partyservice-otte.de,partyservice-otte@t-online.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,4673073","52,5614789",92
Restaurant Ta Panta Ri,Düsseldorfer Straße 75,10719,Zypriotisch/Griechisch,WAHR,,WAHR,Wir öffnen täglich zwischen 12 Uhr und 20 Uhr. Bitte reichen Sie Ihre Bestellung ca. 30 min vor der Abholung ein.,+491602367195,https://www.tapantari.eu,info@tapantari.eu,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,3246078","52,494971",93
McDonald's,Friedrichstraße 207,10969,McDonald's,WAHR,alle Lieferungen über www.lieferando.de zu bestellen,WAHR,Innerhalb der Öffnungszeiten von 11-22h sind alle McDonald's Produkte vor Ort bestellbar und abholbar. Eine Vorbestellung ist nicht nötig.,+493025291828,https://www.mcdonalds.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,"13,3901385","52,5073238",94
Cafe Schön & Gut,Neue Schönholzer Straße 2,13187,"Hausgemachte Nudeln, Quiche, Suppe, Kuchen, Wein & Getränkehandel",WAHR,Raum Pankow u Umgebung,WAHR,,+493065839337,https://www.schönundgut-pankow.de,info@vinofinesse.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,10:00-19:00,10:00-19:00,"13,4014609","52,5687048",95
Gastronomie Hagn im TC 1899 Blau Weiss,Waldmeisterstraße 10 -20,14193,Deutsch-Italienische Küche,WAHR,Grunewald/ Charlottenburg,WAHR,von 12 -18 Uhr im Clubhaus,+493082718007,,tc1899@gastronomie-hagn.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,27361","52,47642",96
Tempio Antico,Manteuffelstraße 5,12103,"Pizza, Steaks, Pasta, Burger",WAHR,Tempelhof,WAHR,,+4975764174,,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,"13,3771199","52,4651",97
Luigi's Catering Service,Wielandstraße 9,10629,Catering Service deutsch/italienisch,WAHR,Lieferungen in Berlin ab 5 Personen nach Vereinbarung,FALSCH,,+493065217749,http://catering-luigi.de,bestellung@catering-luigi.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,"13,3153921","52,505004",98
Ristorante San Giorgio,Mommsenstraße 36,10629,"Antipasti, Pasta, Pizza, Fisch, Fleisch",WAHR,Charlottenburg Wilmersdorf,WAHR,"Gesamte Karte, telefonisch besprechbar",+49303231697,https://www.san-giorgio.de,info@san-giorgio.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,,"13,3049106","52,5037644",99
Piccolo Mondo,Reichsstraße 9,14052,"Antipasti, Pizza, Pasta, Fisch, Fleisch, Dolce",FALSCH,,WAHR,,+493030102030,https://www.piccolo-mondo.de,info@piccolo-mondo.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,2681307","52,5122593",100
Maras Eis Frühstückshaus,Buckower Damm 106,12349,"Backwaren,Belegte Brötchen, Kaffee Tee",FALSCH,,WAHR,,+4915756494184,,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",07:00-18:00,07:00-18:00,07:00-18:00,07:00-18:00,07:00-18:00,07:00-18:00,,"13,433853","52,4341171",101
Balaton Express,Hultschiner Damm 236,12623,"Ungarisch, Schnitzel, Gulasch, Fisch, Vegetarisch",WAHR,12 623 126 271 262 900 000 000 000 000 000 000,WAHR,,+491723836584,https://www.zumziehbrunnen.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,6111053","52,4952036",102
Good Friends,Kantstraße 30,10623,Chinesisch,WAHR,Lieferung ab 20€ Bestellwert in Umkreis vom 5km,WAHR,,+49303132659,https://www.goodfriends-berlin.de,info@goodfriends-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,"13,3182","52,50631",103
BLUE LABEL,Bötzowstraße 7,10407,Deutsche Gerichte,FALSCH,,FALSCH,,+491622942471,https://www.blue-label-berlin.de,info@blue-label-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",13:00-20:00,13:00-20:00,13:00-20:00,13:00-20:00,13:00-20:00,12:00-20:00,12:00-20:00,"13,4306501","52,5296433",104
Hallesches Haus,Tempelhofer Ufer 1,10961,wir haben auch ein Laden (man kann auch online bestellen)noch nicht etwas,FALSCH,,FALSCH,,+4917630683951,https://www.hallescheshaus.com,hello@hallescheshaus.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,3902805","52,4972426",105
Restaurant PAPADAM,Scharnweberstraße 6 - 7,13405,Indische Spezialitäten,WAHR,nsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht,WAHR,Alle Speisen können zwischen 12.00 und ca 21.00 Uhr abgeholt werden.,+493049879778,https://www.papadam-berlin.de,info@papadam-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,3311416","52,5625405",106
Herz & Niere Restaurant,Fichtestraße 31,10967,"außer Haus Verkauf eingweckter Gerichte wie Königsberger Klopse, Gulasch, Rinderlunge süß-sauer, Fischsuppe, Fischklöschen, geräucherter Fisch, Blutwurst, Leberwurst",FALSCH,,WAHR,Öffnungszeiten zur Abholung auf unserer Homepage.,+493069001522,https://www.herzundniere.berlin,restaurant@herzundniere.berlin,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-13:00,11:00-13:00,11:00-13:00,11:00-14:00,11:00-13:00,11:00-13:00,,"13,413454","52,4908056",107
